Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Equity Only Funding,Organization Revenue Range,Organization Website,Diversity Spotlight,Number of Partner Investors,Number of Investors
Seed Round - Verified,https://www.crunchbase.com/funding_round/verifiedinc-seed--0b249646,"San Francisco, California, United States, North America",Verified,https://www.crunchbase.com/organization/verifiedinc,Seed,2000000,USD,2000000,2024-11-01,Yes,$1M to $10M,https://www.verified.inc,,,
Seed Round - Capital Pulse,https://www.crunchbase.com/funding_round/capital-pulse-seed--9407049c,"Santa Monica, California, United States, North America",Capital Pulse,https://www.crunchbase.com/organization/capital-pulse,Seed,500000,USD,500000,2024-11-01,Yes,Less than $1M,https://www.capitalpulse.com,,,
Seed Round - Monark Markets,https://www.crunchbase.com/funding_round/monark-markets-seed--68039bd7,"New York, New York, United States, North America",Monark Markets,https://www.crunchbase.com/organization/monark-markets,Seed,2200000,USD,2200000,2024-10-22,Yes,$1M to $10M,https://monark-markets.com,,1,6
Seed Round - RubyWell,https://www.crunchbase.com/funding_round/rubywell-seed--bac579eb,"New York, New York, United States, North America",RubyWell,https://www.crunchbase.com/organization/rubywell,Seed,1110000,USD,1110000,2024-10-17,Yes,,https://www.rubywell.com/,"Women Founded, Women Led",2,3
Seed Round - Kick,https://www.crunchbase.com/funding_round/kick-2aea-seed--1a9f1544,"Palo Alto, California, United States, North America",Kick,https://www.crunchbase.com/organization/kick-2aea,Seed,9000000,USD,9000000,2024-10-17,Yes,$1M to $10M,https://kick.co,,1,16
Seed Round - Ned,https://www.crunchbase.com/funding_round/ned-75ea-seed--675924bf,"New York, New York, United States, North America",Ned,https://www.crunchbase.com/organization/ned-75ea,Seed,4245486,USD,4245486,2024-10-16,Yes,$1M to $10M,https://www.nedhelps.com/,,1,2
Seed Round - Suma Wealth,https://www.crunchbase.com/funding_round/suma-wealth-seed--b5f376d4,"Los Angeles, California, United States, North America",Suma Wealth,https://www.crunchbase.com/organization/suma-wealth,Seed,1833700,USD,1833700,2024-10-05,Yes,$1M to $10M,https://sumawealth.com/,"Women Founded, Women Led",1,6
Seed Round - LUXUS,https://www.crunchbase.com/funding_round/luxus-ed55-seed--959ef344,"New York, New York, United States, North America",LUXUS,https://www.crunchbase.com/organization/luxus-ed55,Seed,5000000,USD,5000000,2024-10-02,Yes,,http://www.luxusco.com/,"Women Founded, Women Led",,2
Seed Round - Fintesa,https://www.crunchbase.com/funding_round/fintesa-seed--4d004077,"San Francisco, California, United States, North America",Fintesa,https://www.crunchbase.com/organization/fintesa,Seed,50000,USD,50000,2024-10-02,Yes,,https://fintesa.co,,1,1
Seed Round - Baselayer,https://www.crunchbase.com/funding_round/baselayer-f1bf-seed--fa2a0c06,"New York, New York, United States, North America",Baselayer,https://www.crunchbase.com/organization/baselayer-f1bf,Seed,20000000,USD,20000000,2024-10-01,Yes,,https://baselayerhq.com/,,1,10
Seed Round - AGTools,https://www.crunchbase.com/funding_round/agtools-seed--fca72baa,"Irvine, California, United States, North America",AGTools,https://www.crunchbase.com/organization/agtools,Seed,500000,USD,500000,2024-09-30,Yes,$1M to $10M,https://www.agtechtools.com/,"Hispanic / Latine Founded, Women Founded, Women Led",,
Seed Round - Assembly HOA,https://www.crunchbase.com/funding_round/assembly-ad9b-seed--18d9d8e3,"Glendale, California, United States, North America",Assembly HOA,https://www.crunchbase.com/organization/assembly-ad9b,Seed,1750000,USD,1750000,2024-09-26,Yes,,https://www.assemblyhoa.com,"East Asian Founded, South Asian Founded",,9
Seed Round - Icon,https://www.crunchbase.com/funding_round/icon-savings-plan-seed--ef0df8a6,"San Francisco, California, United States, North America",Icon,https://www.crunchbase.com/organization/icon-savings-plan,Seed,9200000,USD,9200000,2024-09-24,Yes,$1M to $10M,https://www.iconsavingsplan.com,,,
Seed Round - Upfront,https://www.crunchbase.com/funding_round/upfront-3863-seed--b59867d0,"New York, New York, United States, North America",Upfront,https://www.crunchbase.com/organization/upfront-3863,Seed,1500000,USD,1500000,2024-09-18,Yes,,https://www.myupfront.com,,,2
Seed Round - Sitewire,https://www.crunchbase.com/funding_round/above-computing-seed--2364355b,"Walnut Creek, California, United States, North America",Sitewire,https://www.crunchbase.com/organization/above-computing,Seed,3170000,USD,3170000,2024-09-17,Yes,,http://www.sitewire.co,,,4
Seed Round - Brico,https://www.crunchbase.com/funding_round/brico-5851-seed--c7e83008,"San Francisco, California, United States, North America",Brico,https://www.crunchbase.com/organization/brico-5851,Seed,8000000,USD,8000000,2024-09-11,Yes,,https://www.brico.ai/,,1,4
Seed Round - Finli,https://www.crunchbase.com/funding_round/finli-seed--01f5e3db,"Los Angeles, California, United States, North America",Finli,https://www.crunchbase.com/organization/finli,Seed,150000,USD,150000,2024-09-06,Yes,$1M to $10M,https://finli.com,,1,11
Seed Round - LiquiDonate,https://www.crunchbase.com/funding_round/liquidonate-b4ec-seed--5be3ed26,"San Francisco, California, United States, North America",LiquiDonate,https://www.crunchbase.com/organization/liquidonate-b4ec,Seed,3750000,USD,3750000,2024-09-03,Yes,$1M to $10M,http://www.liquidonate.com,"Hispanic / Latine Led, South Asian Founded, South Asian Led, Women Founded, Women Led",1,5
Seed Round - Arch,https://www.crunchbase.com/funding_round/arch-ef99-seed--ee301696,"New York, New York, United States, North America",Arch,https://www.crunchbase.com/organization/arch-ef99,Seed,5000000,USD,5000000,2024-08-22,Yes,,https://www.archlending.com/,,2,5
Seed Round - Crescent,https://www.crunchbase.com/funding_round/crescent-2bc0-seed--b4416dda,"San Francisco, California, United States, North America",Crescent,https://www.crunchbase.com/organization/crescent-2bc0,Seed,5500000,USD,5500000,2024-08-20,Yes,$1M to $10M,http://getcrescent.com,,,
Seed Round - Triangle Digital,https://www.crunchbase.com/funding_round/blockchain-triangle-seed--5d2083eb,"New York, New York, United States, North America",Triangle Digital,https://www.crunchbase.com/organization/blockchain-triangle,Seed,2150000,USD,2150000,2024-08-01,Yes,,https://www.triangle.digital,,,1
Seed Round - Mintify,https://www.crunchbase.com/funding_round/mintify-seed--1b2e2150,"New York, New York, United States, North America",Mintify,https://www.crunchbase.com/organization/mintify,Seed,3400000,USD,3400000,2024-07-30,Yes,,https://mintify.com,,1,23
Seed Round - Rillet,https://www.crunchbase.com/funding_round/rillet-seed--2d703376,"Palo Alto, California, United States, North America",Rillet,https://www.crunchbase.com/organization/rillet,Seed,13500000,USD,13500000,2024-07-29,Yes,,https://www.rillet.com,,5,15
Seed Round - Powder,https://www.crunchbase.com/funding_round/powder-2539-seed--b70ea1ec,"Los Altos, California, United States, North America",Powder,https://www.crunchbase.com/organization/powder-2539,Seed,5000000,USD,5000000,2024-07-23,Yes,$1M to $10M,http://www.powderfi.com,,2,11
Seed Round - Medbill AI,https://www.crunchbase.com/funding_round/medbill-ai-seed--56d627e5,"New York, New York, United States, North America",Medbill AI,https://www.crunchbase.com/organization/medbill-ai,Seed,16254985,USD,16254985,2024-07-23,Yes,,https://www.medbill.ai,,,
Seed Round - Caliza,https://www.crunchbase.com/funding_round/caliza-seed--ca7f53d6,"Miami, Florida, United States, North America",Caliza,https://www.crunchbase.com/organization/caliza,Seed,8500000,USD,8500000,2024-07-15,Yes,Less than $1M,https://www.caliza.com,,,11
Seed Round - RTX Holdings,https://www.crunchbase.com/funding_round/rtx-holdings-seed--c0e0cb1e,"New York, New York, United States, North America",RTX Holdings,https://www.crunchbase.com/organization/rtx-holdings,Seed,3636000,USD,3636000,2024-07-11,Yes,,https://www.rtxfintech.com,,,
Seed Round - Kredete,https://www.crunchbase.com/funding_round/kredete-seed--f1dea8a2,"New York, New York, United States, North America",Kredete,https://www.crunchbase.com/organization/kredete,Seed,2250000,USD,2250000,2024-07-01,Yes,$1M to $10M,https://www.kredete.io,Black Led,,9
Seed Round - AnchorZero,https://www.crunchbase.com/funding_round/anchorzero-seed--6a9f2f15,"Hoboken, New Jersey, United States, North America",AnchorZero,https://www.crunchbase.com/organization/anchorzero,Seed,8000000,USD,8000000,2024-06-25,Yes,,https://www.anchorzero.com,,1,7
Seed Round - Cadana,https://www.crunchbase.com/funding_round/cadana-seed--e24be628,"New York, New York, United States, North America",Cadana,https://www.crunchbase.com/organization/cadana,Seed,7100000,USD,7100000,2024-06-20,Yes,$1M to $10M,https://www.cadanapay.com/,,1,4
Seed Round - AfterHour,https://www.crunchbase.com/funding_round/afterhour-seed--e59c3c7e,"San Francisco, California, United States, North America",AfterHour,https://www.crunchbase.com/organization/afterhour,Seed,4500000,USD,4500000,2024-06-17,Yes,$1M to $10M,https://afterhour.com,,,13
Seed Round - Ava Protocol,https://www.crunchbase.com/funding_round/oak-network-seed--679b0c39,"San Francisco, California, United States, North America",Ava Protocol,https://www.crunchbase.com/organization/oak-network,Seed,4500000,USD,4500000,2024-06-11,Yes,,https://avaprotocol.org,"East Asian Founded, Middle Eastern / North African Founded, Native Hawaiian / Pacific Islander Founded, Women Founded",2,6
Seed Round - Seeds,https://www.crunchbase.com/funding_round/seeds-9181-seed--7e1019df,"New York, New York, United States, North America",Seeds,https://www.crunchbase.com/organization/seeds-9181,Seed,1344999,USD,1344999,2024-06-06,Yes,$1M to $10M,https://www.useseeds.com,,,
Seed Round - Balance,https://www.crunchbase.com/funding_round/balance-fa57-seed--ff66802a,"San Francisco, California, United States, North America",Balance,https://www.crunchbase.com/organization/balance-fa57,Seed,2500000,USD,2500000,2024-06-03,Yes,,https://www.balancecash.io/blog,,,
Seed Round - Givefront,https://www.crunchbase.com/funding_round/givefront-seed--073e82e9,"San Francisco, California, United States, North America",Givefront,https://www.crunchbase.com/organization/givefront,Seed,2000000,USD,2000000,2024-06-01,Yes,,https://givefront.com,,,3
Seed Round - Frich,https://www.crunchbase.com/funding_round/frich-c962-seed--7f8ab962,"New York, New York, United States, North America",Frich,https://www.crunchbase.com/organization/frich-c962,Seed,2800000,USD,2800000,2024-05-30,Yes,$1M to $10M,http://getfrich.com/,Women Founded,2,4
Seed Round - 11th.com,https://www.crunchbase.com/funding_round/11thestate-com-seed--58a25c5e,"West Palm Beach, Florida, United States, North America",11th.com,https://www.crunchbase.com/organization/11thestate-com,Seed,2000000,USD,2000000,2024-05-29,Yes,$1M to $10M,https://11th.com,,2,5
Seed Round - Clasp,https://www.crunchbase.com/funding_round/clasp-c6fa-seed--4deb2a69,"New York, New York, United States, North America",Clasp,https://www.crunchbase.com/organization/clasp-c6fa,Seed,5000000,USD,5000000,2024-05-28,Yes,,https://clasp.ai/,,,2
Seed Round - Liquid Diamonds,https://www.crunchbase.com/funding_round/liquid-diamonds-seed--22743691,"New York, New York, United States, North America",Liquid Diamonds,https://www.crunchbase.com/organization/liquid-diamonds,Seed,90000000,INR,1080604,2024-05-23,Yes,$1M to $10M,https://liquid.diamonds/,South Asian Founded,,8
Seed Round - MyMarkit,https://www.crunchbase.com/funding_round/mymarkit-seed--b79c4c3c,"Playa Vista, California, United States, North America",MyMarkit,https://www.crunchbase.com/organization/mymarkit,Seed,2000000,USD,2000000,2024-05-15,Yes,$1M to $10M,https://www.mymarkit.com,"East Asian Founded, Women Founded, Women Led",2,6
Seed Round - Plenty,https://www.crunchbase.com/funding_round/plenty-546a-seed--31280334,"San Francisco, California, United States, North America",Plenty,https://www.crunchbase.com/organization/plenty-546a,Seed,5000000,USD,5000000,2024-05-09,Yes,,http://www.withplenty.com,Women Founded,1,3
Seed Round - Bondex,https://www.crunchbase.com/funding_round/bondex-4ace-seed--abe4ea2f,"Miami, Florida, United States, North America",Bondex,https://www.crunchbase.com/organization/bondex-4ace,Seed,10000000,USD,10000000,2024-05-07,Yes,,https://www.bondex.app,,1,5
Seed Round - Numeric,https://www.crunchbase.com/funding_round/numeric-39a8-seed--3da5a5f9,"San Francisco, California, United States, North America",Numeric,https://www.crunchbase.com/organization/numeric-39a8,Seed,10000000,USD,10000000,2024-05-07,Yes,$10M to $50M,https://www.numeric.io/,,1,6
Seed Round - Double,https://www.crunchbase.com/funding_round/double-b7ea-seed--0faee766,"San Francisco, California, United States, North America",Double,https://www.crunchbase.com/organization/double-b7ea,Seed,3300000,USD,3300000,2024-05-01,Yes,,https://www.double.finance,,1,11
Seed Round - LendOS,https://www.crunchbase.com/funding_round/right-pedal-lendos-seed--6998c16a,"Miami, Florida, United States, North America",LendOS,https://www.crunchbase.com/organization/right-pedal-lendos,Seed,1700000,USD,1700000,2024-05-01,Yes,,https://www.lendos.io,,,
Seed Round - vipHomeLink,https://www.crunchbase.com/funding_round/viphomelink-seed--0036533d,"Morristown, New Jersey, United States, North America",vipHomeLink,https://www.crunchbase.com/organization/viphomelink,Seed,500000,USD,500000,2024-04-24,Yes,Less than $1M,https://www.vipHomeLink.com,,2,1
Seed Round - Bump,https://www.crunchbase.com/funding_round/ownors-ai-seed--a9558018,"Los Angeles, California, United States, North America",Bump,https://www.crunchbase.com/organization/ownors-ai,Seed,3000000,USD,3000000,2024-04-23,Yes,,http://usebump.com,Black Founded,3,13
Seed Round - Gray Digital,https://www.crunchbase.com/funding_round/gray-digital-seed--ab82a026,"New York, New York, United States, North America",Gray Digital,https://www.crunchbase.com/organization/gray-digital,Seed,2850000,USD,2850000,2024-04-15,Yes,,https://graydigital.com/,,,
Seed Round - DwellFi,https://www.crunchbase.com/funding_round/dwellfi-seed--f03c35e9,"Palo Alto, California, United States, North America",DwellFi,https://www.crunchbase.com/organization/dwellfi,Seed,3000000,USD,3000000,2024-04-15,Yes,,https://dwell.fi,,,5
Seed Round - Tabs,https://www.crunchbase.com/funding_round/tabs-03d6-seed--63fc97b1,"New York, New York, United States, North America",Tabs,https://www.crunchbase.com/organization/tabs-03d6,Seed,7000000,USD,7000000,2024-04-11,Yes,,https://tabs.inc/,,2,6
Seed Round - Pump,https://www.crunchbase.com/funding_round/pump-b398-seed--223c3704,"San Francisco, California, United States, North America",Pump,https://www.crunchbase.com/organization/pump-b398,Seed,4000000,USD,4000000,2024-04-05,Yes,,https://www.pump.co,South Asian Founded,2,3
Seed Round - Camp Network,https://www.crunchbase.com/funding_round/camp-network-901e-seed--8d58d01e,"New York, New York, United States, North America",Camp Network,https://www.crunchbase.com/organization/camp-network-901e,Seed,4000000,USD,4000000,2024-04-03,Yes,,https://www.campnetwork.xyz,,1,15
Seed Round - Ossa,https://www.crunchbase.com/funding_round/ossa-e29d-seed--53812eae,"Tenafly, New Jersey, United States, North America",Ossa,https://www.crunchbase.com/organization/ossa-e29d,Seed,600000,USD,600000,2024-04-01,Yes,$1M to $10M,https://weareossa.com,,,
Seed Round - Ternwheel,https://www.crunchbase.com/funding_round/ternwheel-seed--8fe4f49a,"San Francisco, California, United States, North America",Ternwheel,https://www.crunchbase.com/organization/ternwheel,Seed,80000,USD,80000,2024-04-01,Yes,,https://www.ternwheel.com/,Black Led,,
Seed Round - Quantinium,https://www.crunchbase.com/funding_round/quantinium-seed--3c1f645c,"Boca Raton, Florida, United States, North America",Quantinium,https://www.crunchbase.com/organization/quantinium,Seed,4000000,USD,4000000,2024-03-27,Yes,$100M to $500M,https://quantinium.cc/,,,1
Seed Round - Musaffa,https://www.crunchbase.com/funding_round/musaffa-seed--585d6994,"Lyndhurst, New Jersey, United States, North America",Musaffa,https://www.crunchbase.com/organization/musaffa,Seed,1180016,USD,1180016,2024-03-26,Yes,,https://musaffa.com,,,
Seed Round - Amber Technologies,https://www.crunchbase.com/funding_round/amber-ev-seed--97b2cf74,"San Francisco, California, United States, North America",Amber Technologies,https://www.crunchbase.com/organization/amber-ev,Seed,3180000,USD,3180000,2024-03-20,Yes,,http://www.getamber.com,,2,6
Seed Round - Kemet Trading,https://www.crunchbase.com/funding_round/kemet-trading-seed--379864d3,"New York, New York, United States, North America",Kemet Trading,https://www.crunchbase.com/organization/kemet-trading,Seed,5000000,USD,5000000,2024-03-19,Yes,,https://kemettrading.com,,1,8
Seed Round - Cache,https://www.crunchbase.com/funding_round/cache-cb91-seed--e6dca1ea,"San Francisco, California, United States, North America",Cache,https://www.crunchbase.com/organization/cache-cb91,Seed,8500000,USD,8500000,2024-03-13,Yes,,https://usecache.com,,,8
Seed Round - Kulipa,https://www.crunchbase.com/funding_round/kulipa-524d-seed--27517c3e,"New York, New York, United States, North America",Kulipa,https://www.crunchbase.com/organization/kulipa-524d,Seed,3040000,USD,3040000,2024-03-12,Yes,,https://www.kulipa.xyz/,,,2
Seed Round - Benjamin,https://www.crunchbase.com/funding_round/benjamin-1caa-seed--89208d4a,"New York, New York, United States, North America",Benjamin,https://www.crunchbase.com/organization/benjamin-1caa,Seed,5500000,USD,5500000,2024-03-11,Yes,,https://www.benjaminone.com,,2,5
Seed Round - Wonder Family,https://www.crunchbase.com/funding_round/wonder-family-seed--745a948b,"San Francisco, California, United States, North America",Wonder Family,https://www.crunchbase.com/organization/wonder-family,Seed,655000,USD,655000,2024-03-01,Yes,,https://www.wonderfamily.com,,,
Seed Round - Quantex,https://www.crunchbase.com/funding_round/cryptiswap-seed--ffe481d9,"San Francisco, California, United States, North America",Quantex,https://www.crunchbase.com/organization/cryptiswap,Seed,150000,USD,150000,2024-02-29,Yes,Less than $1M,https://www.myquantex.com,,,
Seed Round - Campfire,https://www.crunchbase.com/funding_round/campfire-cd2d-seed--1b09ccc1,"San Francisco, California, United States, North America",Campfire,https://www.crunchbase.com/organization/campfire-cd2d,Seed,3500000,USD,3500000,2024-02-27,Yes,,https://meetcampfire.com,,2,3
Seed Round - Myko AI,https://www.crunchbase.com/funding_round/genius-sheets-seed--02b8f2b8,"Scarsdale, New York, United States, North America",Myko AI,https://www.crunchbase.com/organization/genius-sheets,Seed,2700000,USD,2700000,2024-02-26,Yes,,https://www.myko.ai/,,5,5
Seed Round - Nest Wallet,https://www.crunchbase.com/funding_round/nest-wallet-seed--32904817,"San Francisco, California, United States, North America",Nest Wallet,https://www.crunchbase.com/organization/nest-wallet,Seed,3600000,USD,3600000,2024-02-20,Yes,,https://www.nestwallet.xyz,,,14
Seed Round - Rogo,https://www.crunchbase.com/funding_round/rogo-seed--3eaa304b,"New York, New York, United States, North America",Rogo,https://www.crunchbase.com/organization/rogo,Seed,7000000,USD,7000000,2024-02-16,Yes,$1M to $10M,https://rogo.ai,,1,5
Seed Round - switstack,https://www.crunchbase.com/funding_round/switstack-seed--f0df763e,"San Francisco, California, United States, North America",switstack,https://www.crunchbase.com/organization/switstack,Seed,2099999,USD,2099999,2024-02-14,Yes,,https://www.switstack.io,,,
Seed Round - SocialCoach,https://www.crunchbase.com/funding_round/socialcoach-seed--97387a9c,"Mission Viejo, California, United States, North America",SocialCoach,https://www.crunchbase.com/organization/socialcoach,Seed,1000000,USD,1000000,2024-02-13,Yes,,http://www.socialcoach.io,,,
Seed Round - Fordefi,https://www.crunchbase.com/funding_round/fordefi-seed--96654c9a,"New York, New York, United States, North America",Fordefi,https://www.crunchbase.com/organization/fordefi,Seed,10000000,USD,10000000,2024-02-13,Yes,$10M to $50M,https://fordefi.com,Middle Eastern / North African Led,2,3
Seed Round - Stirlingshire,https://www.crunchbase.com/funding_round/stirlingshire-investments-seed--a7e09a06,"New York, New York, United States, North America",Stirlingshire,https://www.crunchbase.com/organization/stirlingshire-investments,Seed,2700000,USD,2700000,2024-02-08,Yes,$1M to $10M,https://www.stirlingshire.com/,,,
Seed Round - Union Credit,https://www.crunchbase.com/funding_round/union-credit-1444-seed--2b521d69,"Santa Rosa, California, United States, North America",Union Credit,https://www.crunchbase.com/organization/union-credit-1444,Seed,3000000,USD,3000000,2024-02-07,Yes,,https://unioncredit.app/,,,2
Seed Round - Upstock,https://www.crunchbase.com/funding_round/upstock-seed--5ec577b5,"San Francisco, California, United States, North America",Upstock,https://www.crunchbase.com/organization/upstock,Seed,3400000,USD,3400000,2024-02-07,Yes,$1M to $10M,https://upstock.io,,,
Seed Round - Suma Wealth,https://www.crunchbase.com/funding_round/suma-wealth-seed--92eac12e,"Los Angeles, California, United States, North America",Suma Wealth,https://www.crunchbase.com/organization/suma-wealth,Seed,2200000,USD,2200000,2024-02-06,Yes,$1M to $10M,https://sumawealth.com/,"Women Founded, Women Led",3,7
Seed Round - Coris,https://www.crunchbase.com/funding_round/coris-38b0-seed--88264bb5,"Palo Alto, California, United States, North America",Coris,https://www.crunchbase.com/organization/coris-38b0,Seed,3700000,USD,3700000,2024-02-01,Yes,,https://www.coris.ai,,2,6
Seed Round - Ternwheel,https://www.crunchbase.com/funding_round/ternwheel-seed--be06b5b8,"San Francisco, California, United States, North America",Ternwheel,https://www.crunchbase.com/organization/ternwheel,Seed,225000,USD,225000,2024-01-31,Yes,,https://www.ternwheel.com/,Black Led,,
Seed Round - Portal to Bitcoin,https://www.crunchbase.com/funding_round/tides-seed--be472eaf,"San Francisco, California, United States, North America",Portal to Bitcoin,https://www.crunchbase.com/organization/tides,Seed,34000000,USD,34000000,2024-01-30,Yes,$100M to $500M,https://portaltobitcoin.com/,,2,6
Seed Round - Credits.com,https://www.crunchbase.com/funding_round/credits-806d-seed--cadd8d81,"New York, New York, United States, North America",Credits.com,https://www.crunchbase.com/organization/credits-806d,Seed,600000,USD,600000,2024-01-29,Yes,$1M to $10M,https://credits.com,,,1
Seed Round - Attune,https://www.crunchbase.com/funding_round/lendsmart-fc15-seed--4ed686b7,"New York, New York, United States, North America",Attune,https://www.crunchbase.com/organization/lendsmart-fc15,Seed,2225000,USD,2225000,2024-01-25,Yes,$1M to $10M,https://getattune.com,,2,4
Seed Round - Alinea,https://www.crunchbase.com/funding_round/alinea-34ff-seed--f326034a,"New York, New York, United States, North America",Alinea,https://www.crunchbase.com/organization/alinea-34ff,Seed,3400000,USD,3400000,2024-01-25,Yes,$10M to $50M,https://alinea-invest.com,"Women Founded, Women Led",1,7
Seed Round - Aperture Finance,https://www.crunchbase.com/funding_round/aperture-finance-seed--dd85eee3,"Sunnyvale, California, United States, North America",Aperture Finance,https://www.crunchbase.com/organization/aperture-finance,Seed,3500000,USD,3500000,2024-01-25,Yes,$1M to $10M,https://aperture.finance/,,,1
Seed Round - Baus Capital,https://www.crunchbase.com/funding_round/baus-capital-seed--bda625f3,"Miami, Florida, United States, North America",Baus Capital,https://www.crunchbase.com/organization/baus-capital,Seed,250000,USD,250000,2024-01-17,Yes,,https://www.bauscapital.com/,,,
Seed Round - Pier,https://www.crunchbase.com/funding_round/pier-8119-seed--af3c6a3f,"San Francisco, California, United States, North America",Pier,https://www.crunchbase.com/organization/pier-8119,Seed,2400000,USD,2400000,2024-01-11,Yes,$1M to $10M,https://www.pier-finance.com/,Women Founded,,9
Seed Round - Money.Net,https://www.crunchbase.com/funding_round/money-net-seed--3a58ea79,"Jersey City, New Jersey, United States, North America",Money.Net,https://www.crunchbase.com/organization/money-net,Seed,1200000,USD,1200000,2024-01-03,Yes,$1M to $10M,http://www.money.net,,,
Seed Round - HIFI,https://www.crunchbase.com/funding_round/hifi-bridge-seed--465f328a,"New York, New York, United States, North America",HIFI,https://www.crunchbase.com/organization/hifi-bridge,Seed,1000,USD,1000,2024-01-03,Yes,$1M to $10M,http://Hifibridge.com,,,1
Seed Round - NettyWorth,https://www.crunchbase.com/funding_round/nettyart-seed--f4b84f49,"San Francisco, California, United States, North America",NettyWorth,https://www.crunchbase.com/organization/nettyart,Seed,200000,USD,200000,2024-01-01,Yes,,https://nettyworth.io/,Hispanic / Latine Led,,3
Seed Round - TheCapitalNet,https://www.crunchbase.com/funding_round/thecapitalnet-inc-seed--b513d7a4,"Menlo Park, California, United States, North America",TheCapitalNet,https://www.crunchbase.com/organization/thecapitalnet-inc,Seed,850000,USD,850000,2024-01-01,Yes,Less than $1M,http://www.thecapitalnet.com,,,2
Seed Round - Realfinity,https://www.crunchbase.com/funding_round/realfinity-io-seed--43a44bc3,"Miami, Florida, United States, North America",Realfinity,https://www.crunchbase.com/organization/realfinity-io,Seed,3895000,USD,3895000,2024-01-01,Yes,$1M to $10M,https://rfm.io/,,,
Seed Round - Turbine Finance,https://www.crunchbase.com/funding_round/turbine-finance-seed--dc5cab6e,"Santa Monica, California, United States, North America",Turbine Finance,https://www.crunchbase.com/organization/turbine-finance,Seed,8750000,USD,8750000,2024-01-01,Yes,,https://www.turbine.co/,,,1
Seed Round - Warp,https://www.crunchbase.com/funding_round/warp-e7b9-seed--8fd2f034,"New York, New York, United States, North America",Warp,https://www.crunchbase.com/organization/warp-e7b9,Seed,3000000,USD,3000000,2024-01-01,Yes,,https://www.joinwarp.com,,1,1
Seed Round - Givepact,https://www.crunchbase.com/funding_round/givepact-seed--2ea1feab,"New York, New York, United States, North America",Givepact,https://www.crunchbase.com/organization/givepact,Seed,400000,USD,400000,2023-12-31,Yes,,https://www.givepact.io/,,,2
